OBJECTID,ZIP_CODE,PO_NAME,STATE,POPULATION,POP_SQMI,SQMI,Shape_Leng,Shape_Area,Zip,Office_Zip,Count,Attys_perThousand,popup
"15764","50310",Des Moines,IA,"32852",4195.66,7.83,0.256367034829,0.00219192517819,"50310","50310","24",0.731,"<br />BENZONI, JAMES A.<br />BERREGAARD, SUZIE A.<br />BRAUCH, WILLIAM LELAND<br />DAVIDSON, REXFORD GORDON<br />DAVISON, GEORGE FREDERICK JR.<br />DIETZ, CARL B.<br />FREELAND, WILLIAM THOMAS DONALD<br />GLAZEBROOK, JOSEPH CHARLES<br />GODFREDSEN, KAY M. FAIRCHILD<br />IBSON, CECELIA C.<br />JANSSEN, CARMEN L.<br />KNOPLOH-ODOLE, SHEILA R<br />MAFFITT, JESSICA<br />MUNRO, KENNETH ROBERT<br />OHR, HENNY S.<br />PICRAY, JOANNE M.<br />PIETZ, NANCY L.<br />REGENOLD, RACHEL CHRISTOPHER<br />SAND, PETER M.<br />SCOTT, SARA MARIE<br />SKEPNEK, PEARSON FERRELL<br />STONE, ADAM M.<br />TOFFLEMIRE, CYNTHIA L.<br />TROTTER, NANCY ANN<br />"
"15765","50311",Des Moines,IA,"17023",5952.1,2.86,0.184316957696,0.000798785701296,"50311","50311","42",2.467,"<br />ARRIAGA, DELLA M.<br />BENNETT, MARK WARREN<br />CRAMER, VALERIE A.<br />DAVIS, ANGELA KENYON<br />DORE', LAURIE K.<br />DORE', MATTHEW G.<br />ENGEL, RICK A.<br />FARRELL, ANTHONY P.<br />FICHTNER, JASON ROYCE<br />FRANK, SALLY<br />FRIDFINNSDOTTIR, JANA<br />GAUGHAN, ANTHONY JAMES<br />GROENENBOOM, DENNIS L<br />HAMILTON, NEIL DWIGHT<br />HARTSOOK, ELTON SCOTT<br />HODGES, KENNETH NOEL II<br />KUTZ, THOMAS LEONARD<br />LAIN, ERIN C.<br />LEE SCHNEIDER, ERIN ELIZABETH<br />LOVELL, RUSSELL ELLSWORTH II<br />MACRO, VENESSA FAE<br />MARKS, SAMUEL ZACHARY<br />MAYER, JAMES MICHAEL<br />MC CLEARY, JAYSEN C.<br />MILLER, BROOKE N<br />MONROE, JAMES ROBERT<br />NAFFIER, ANN ELIZABETH<br />OVERBERG, KATHRYN ATKINSON<br />PARKS, TOBI NICOLE<br />PATTISON, BRENT MICHAEL<br />POWELL, JOSEPH STOTT<br />PRITCHETT, SUZAN MARIE<br />QUALLEY, CORNELIUS S<br />QUALLEY, IV, GEORGE<br />REILLY, KYLE THOMAS<br />REILLY, THOMAS J.<br />RIGG, ROBERT R.<br />SAID, MICHAEL HOCINE<br />TULLAR, ANDREW J<br />WALDING, LYNN MICHAEL<br />WALKER, DAVID STANLEY<br />ZWAGERMAN, JENNIFER ELLEN WILLIAMS<br />"
"15766","50312",Des Moines,IA,"16616",2760.13,6.02,0.249695368042,0.00168232035441,"50312","50312","161",9.689,"<br />ARATO, BENJAMIN GRANFIELD<br />ARCHER, ELISABETH ANNE<br />ARGUETA, RAZIEL AMED<br />AUDLEHELM, JOHN CHRISTOPHER<br />AUSTEN, JOSEPH BRETT<br />BANNISTER, T. SCOTT<br />BAUDINO, ROBERT J. JR<br />BEATTIE, BRETT JOSEPH<br />BEATTIE, DONALD GILBERT<br />BEATTIE, RYAN TROY<br />BERG, THOMAS J.<br />BERGMANN, BENJAMIN DAVID<br />BIRD, SHELBY PEARL<br />BOLES, MATTHEW M.<br />BRANSTAD, CHRISTINE ELLEN<br />BROWN, BRANDON JOHN<br />BROWN, W. KENDALL<br />CAIN, HUGH JAMES<br />CAUSEY, JONATHAN MARSHALL<br />CHRISTENSEN MESSAMER, GINA MARIE<br />CONVERSE, NATHAN DAVID<br />CURNOW, ROSS LARS<br />DARRELL, DAVID J.<br />DAVIS, DEVIN MICHAEL<br />DE KOCK, JENNIFER HALL<br />DE LANGE, APRYL MAE<br />DENNING, MATTHEW RYAN<br />DEVENY, JOHN PATRICK<br />DIAZ, MARIA ELIZABETH<br />DIXON, ELIZABETH H NEUGENT<br />DONELS, JESSICA M.<br />DOWNEY, GLEN S.<br />DREW, TOM L.<br />DUNN, ANDREW JAMES<br />DWYER, JOHN F.<br />EGLSEDER, JESSICA ANN<br />EINWALTER, NICHOLAS JACOB<br />ERBE, HARLEY CHRISTOPHER<br />EWOLDT, JEFFREY DEAN<br />FAUTSCH, DAVID NICHOLAS<br />FITZSIMMONS, SUSAN M.<br />FORITANO, STEVEN M.<br />FULTZ, KARLA J.<br />GALENBECK, SCOTT M.<br />GAMBLE, KRISTIN KYLE<br />GIBSON, JAN DEE<br />GIBSON, TERRY L.<br />GILLIAM, JAMES H.<br />GIOVANNETTI, E. J.<br />GRASSO, ALEX<br />GRIBBLE, CHARLES E.<br />GROTNES, MATTHEW A.<br />HALL, KRISTEN A.<br />HERING, BARBARA A.<br />HERTING, KEITH  ANDREW<br />HICKS, NILE<br />HILL, GARY EDWARD<br />HINDERS, BRENT<br />HOGAN, TIMOTHY CLARK<br />HOLLIS, RICHARD RAY<br />HOLZWORTH, MICHAEL PAUL<br />HOWARD III, ROBERT ARNOLD<br />HURLEY, FRANCIS P.<br />HUTCHINS, THOMAS HARVE<br />JACOBI, DANIEL ERICH<br />JAMES, FREDERICK WILLIAM<br />JEFFRIES, JEFF H.<br />JOHNSON, ERIC E.<br />JOHNSTON, DANIEL J.<br />JONES, ALLISON MARIE<br />KANNE, ALISON FLORENCE<br />KARNAS, GEORGE N.<br />KEHRWALD, ADAM ELLIOT<br />KELLY, EDWARD J. JR<br />KENT, MICHAEL ANTHONY<br />LALOR, BRIAN JAMES<br />LANDIS, VALERIE ANN<br />LANTZ, TODD MICHAEL<br />LARSON, JAMES JEFFREY<br />LONG, SCOTT L.<br />LORENTZEN, JANE V.<br />LOW, SUSAN A.<br />LOWE, CHIP J.<br />LYNCH, JAMES JOHN<br />LYNCH, RICHARD BRISTOL<br />LYONS, DAVID JOSEPH<br />MARGOLIN, JEFFREY M.<br />MASSIER, KATHARINE RAMSAY<br />MAXON, ROBIN GOODMAN<br />MAY, LORRAINE JANET<br />MONTGOMERY, ROBERT P.<br />MORGAN, KEVIN DOUGLAS<br />MOSS, MAGGI L.<br />MOSS, PHILIP COLT<br />MUELLER, DUSTIN MARTIN<br />MUNOZ, JULIO CESAR<br />NAANEP, YVONNE C.<br />NGUYEN, DON<br />NOBLE, LISA M<br />NORRIS, GLENN LEONARD<br />OBERBILLIG, ROBERT C.<br />OETH, JACOB MICHAEL<br />OLSON, ALAN O.<br />OLSON, NATHAN ALLEN<br />OVROM, ELIZA JANE<br />PARRAS KONRAD, SONIA H.<br />PARRISH, ALFREDO G.<br />PEARSON, SARAH HINCHLIFF<br />PENDROY, LISA KAY<br />PETERSON, GREGORY WAYNE<br />PHILLIPS, DAVID L.<br />PIAZZA, JAMES P. JR.<br />PIAZZA, JAMES P. SR.<br />POGGE, R. RONALD<br />POPE, TERESA MARIE<br />RAABE WERTH, LISA C.<br />RACETTE, GREGORY T.<br />RAMSEY, KELLY MARIE<br />REED, DOUGLAS JOHN<br />ROEHRICK, JOHN P.<br />SARGENT, KATHERINE SPENCER<br />SCHMIDT, RICHARD R.<br />SCHUMANN, DANE JAY<br />SCHWAGER, GREGORY L.<br />SHAULL, NICHOLAS LEE<br />SHEETS, JAMES STEVEN<br />SHELTON, DANIELLE M.<br />SHINKLE, DAVID CHAPMAN<br />SHINKLE, W. MICHAEL<br />SIDDENS, ROBERT NORRIS<br />SIMONS, KARA MARIE<br />SIMS, ROBERT ANTON<br />SMITH, ALEXANDER DAVID<br />SPAULDING, CHRISTOPHER D.<br />STANBERRY, THOMAS EDWIN<br />STAUDT, NATHANIEL DAVID<br />STEVES, TERZO RAYMOND<br />STEWART, CHRISTOPHER CLARK<br />STOFFREGEN, PHILIP EUGENE<br />STONE, ROBERT BENJAMIN<br />STUART, MARGARET R.<br />SURRENCY, CHANDLER MAXON<br />SWINTON, DAVID MOINE<br />TAYLOR, KAREN<br />TIERNAN, NAN<br />TULLY, ROBERT GERARD<br />UHL, KEITH E.<br />UMFRESS, MORIAH DANIELLE<br />UPDEGRAFF, ERIC MICHAEL<br />VOGEL, JOSEPH PATRICK<br />WANDRO, STEVEN PETER<br />WATERS , JOEL CHRISTIAN<br />WEINHARDT, MARK E.<br />WELTON, T.J.<br />WESTHOFF GENTRY, TAMMY M.<br />WHITE, PATRICK B.<br />WITOSKY, ADAM C.<br />WOODARD, GRANT A<br />WOOLMAN, BO BRADLEY<br />YE, YANGYIDI<br />YOUNG, HEIDI MARIE<br />"
"15767","50313",Des Moines,IA,"18358",966.72,18.99,0.469305283265,0.00531757800713,"50313","50313","5",0.272,"<br />DOYLE, AMY LYNNETT<br />DREES, DOUGLAS A.<br />FEUERHELM, GERALD BURTON<br />GRACE, COLIN PATRICK<br />RASMUSSEN, LYNETTE SKOW<br />"
"15768","50314",Des Moines,IA,"13324",5767.97,2.31,0.141709315337,0.000646699455185,"50314","50314","33",2.477,"<br />BARRETT, RICHARD Q.<br />BROUGHTON - ROMAIN, ANGELA RENAE<br />BURDICK, JASON ROBERT<br />CAMPBELL, HEATHER LYNN<br />CLAPP, JOSHUA LEE<br />DEPATIS, MELANIE N.<br />EDMONDSON, BARBARA ANN<br />GAUL, JOSHUA AARON<br />GRATHWOHL, LINDA<br />GROSS, JUSTIN JOHN<br />HAN, SANG-KI<br />HUMES, LAURA M.<br />KLEARMAN, GAIL R.<br />KORNYA, ALEXANDER VINCENT<br />KUNSTMAN-STERN, KRISTIE MARIA<br />LOUTSCH, ADRIENNE ROSE<br />NASSIF, WILLIAM T.<br />NELSON, FRED JAY<br />OLIVER, KRISTIE DAWN<br />PEDEN, ALICIA LYNN<br />PHIPPS, DEBRA A.<br />POGGENKLASS, ROBERT JAMES<br />RICAURTE, EVE KATHLEEN<br />ROTTLER, CHRISTOPHER BROCKMAN<br />RYBOLT, CYNTHIA A.<br />SMITHBERG, NICHOLAS<br />SUMMERS, PAMELA JOAN<br />SYTSMA, CURT L.<br />WAGNER, SAMANTHA DEAN<br />WEILAND, KENNETH JOHN JR.<br />WEIRICH, MARGARET ACOSTA<br />WIEBOLD, JAYME RAE<br />YANG, TA-YU <br />"
"15769","50315",Des Moines,IA,"40384",3694.78,10.93,0.253457540414,0.00305350805843,"50315","50315","28",0.693,"<br />ADEN, SAMUEL JACOBS<br />BLACKMAN, KEVIN MATTHEW<br />COCO, DAVID M.<br />CONNELL, LISA RENAE DAHLKE<br />EGBERS, GREG ALAN<br />GRIMM, RITA C.<br />GUERRERO, LINDSEY A<br />HAAS, FREDD JOSEPH<br />HANKS - BENTS, KRISTIN MARIE<br />HARDING, JOHN S.<br />HARDING, MARC STEVEN<br />HEMMINGER, JOHN THORNLEY<br />HIRSCH, DAVID ALAN<br />HORN, MICHAEL A.<br />JOHNSON, ERIC EDWARD<br />MEYER, BRIAN JOHN<br />MIZER, DOUGLAS J<br />MURRAY, ETHAN CHASE<br />NEIDERBACH, JONATHAN MICHAEL<br />RODRIGUEZ, TOMAS<br />ROGERS, HERBERT  SR<br />ROSS, THOMAS GENE<br />SCIESZINSKI, JOHN JOSEPH<br />SMITH, KATHERINE LEE<br />THOMPSON, CHRISTINA I<br />VELDEY, MATTHEW<br />WATSON, PHIL<br />WILSON, JOANNA BOHN<br />"
"15770","50316",Des Moines,IA,"18395",5025.96,3.66,0.172174200135,0.00102340433659,"50316","50316","3",0.163,"<br />CORWIN, CHIRA<br />NORRIS, JEFFREY DAVID<br />OLAZABAL, FERNANDO M.<br />"
"15771","50317",Des Moines,IA,"39289",1765,22.26,0.540403425803,0.00622860471019,"50317","50317","15",0.382,"<br />ALBERTS, TIMOTHY JAMES<br />BAIR, ERIK DAVID<br />BALDUCHI, KENT A.<br />BASLER, DAVID K.<br />GANDHI, AMY A<br />GREENFIELD, KATHRYN MARGARET<br />HOFFMAN, BARBARA O.<br />HUDNALL, BLAINE B.<br />KANIUK, DAVID J.<br />LEDUC, MADISON R.<br />MORMANN, MARLON DALE<br />ROUSSEAU, MATTHEW SCOTT<br />SMITH, FRANK MURRAY<br />VARNON, ELIZABETH ANN<br />YOUNG, STEVEN A.<br />"
"15772","50319",Des Moines,IA,"0",0,0.24,0.0705193660283,6.79072721848e-05,"50319","50319","337",0,"<br />ADAMS, HEATHER LYNN<br />ADKISSON, DOUGLAS L.<br />ADKISSON, STEPHANIE ELAINE<br />APPEL, BRENT ROBERT<br />ASHWORTH, JOHN THOMAS<br />AUGUSTINE, JILL M.<br />AUGUSTINE, THOMAS JAMES<br />Austin, Kathryn Elizabeth<br />BAKKE, THOMAS E.<br />BARLOON, REBECCA LAURA MERTON<br />BARRETT, CAROLINE A.<br />BASTEMEYER, NORMAN G.<br />BECKER, MICHELLE RAE<br />BECKMAN, JENNIFER LYNN<br />BELLUS, BENJAMIN E. JR.<br />BENDER, BRADLEY MICHAEL<br />BENNETT, BLAIR A.<br />BENNETT, MICHAEL LEE<br />BERGMAN, JONATHAN DAVID<br />BERGMAN, WAYNE J.<br />BIRD, ROBERT  JOSEPH JR.<br />BISHOP, MATTHEW THOMAS<br />BLACKSTONE, TAMMI<br />BLAKE, NATHANAEL JAMES<br />BLANE, RICHARD GEORGE II<br />BOAL, MICHAEL STEVEN<br />BOLTE, SUSAN MARIE<br />BONEFAS, CASSIE A<br />BOOK, KELLI BRABEC<br />BOUCHER, DAWN RENEE<br />BOWER, THOMAS N.<br />BRADLEY, TAYLOR<br />BRAUN - ARANA, TRINITY M.<br />BRAUNSCHWEIG - NORRIS, JESSICA J.<br />BREES, AARON E.<br />BROWN, ANGELA LYNN<br />BROWN, SCOTT DEAN<br />BRUNDIES, LINDA S.<br />BUJIMALLA, VENKATA RAMESH<br />BULLER, TYLER J<br />BURKHEAD, JANET E.<br />BURKHISER REYNOLDS, KAYLA L.<br />BUSHELL, WILLIAM L.<br />BUZE, CARRINGTON EBONEY-SADE<br />CALLAHAN, STEPHANIE RENEE<br />CARROLL, GEORGE ANDREW<br />CARSKADON, KERRY MICHELLE<br />CEDERDAHL, JAMES  ANDREW<br />CHAMBERS, BRIDGET ALICE<br />CHAPRAZOV, HRISTO ASENOV<br />CHRISTENSON, JAMES F.<br />CLARKE, MELISSA L.<br />CLARKE, STEVEN EDWARD<br />CLOUGH, BENJAMIN K.<br />CMELIK, KEVIN R.<br />COLLINS, CHANDLOR GLENN<br />COLLINS, THOMAS JAMES<br />CONROY, MARY KATHLEEN<br />COOK, EDWIN GLENN<br />COOK, JEFFREY JOSEPH<br />COOK, KIMBERLY ELIZABETH<br />COONEY, MEREDITH CHRISTINE<br />CRETSINGER, KEISHA FAITH<br />CRITELLI, NICHOLAS  III<br />CULVER, MARICLARE THINNES<br />CUTCHEY, ALEXANDER JAMES<br />DANILSON, DAVID R.<br />DAWSON, LUCAS WAYNE<br />DEIST, CHRISTOPHER J.<br />DENISON, DAVID ALAN<br />DIRTH, ERIC MICHAEL<br />DIXIT, ANAGHA<br />DOLAND, KAREN<br />DONOVAN, JENNIFER ELIZABETH<br />DORFF, DAVID LUELS<br />DOYLE, RICHARD HENRY IV<br />DRECKMAN, KRISTINE MCCULLOH<br />DUFFELMEYER, ANDREW B.<br />EASLER, JENNIFER C.<br />ECKLEY, TIMOTHY SCOTT<br />ELLIOTT, JAMES FREDERICK<br />ENGEL, CATHERINE H.<br />ENGELSTAD, MATTHEW<br />ESBROOK, JORDAN GENEVIEVE<br />EWING, JOHN ROBERT<br />FAITH, DAVID LOCKSLEY DORSTAN II<br />FERGUSON, THOMAS JOSEPH<br />FERRENTINO, JOSEPH DOUGLAS<br />FIALA, AUSTIN PAUL<br />FIALA, KATIE ANN HLAVKA<br />FITCH, ERICA J<br />Flickinger, Benjamin John<br />FOLEY, JONATHAN HUDSON PAUL<br />FORDYCE WENELL, HANNAH ROSE<br />FRAIOLI, JOSEPH ANTHONY<br />FREEL, AMANDA JO<br />FULTZ, AARON SCOTT<br />FUNARO, PATRICIA ANNE<br />GALBRAITH, ALEXANDRA CLAIRE<br />GALLAGHER, JONATHAN M.<br />GAMBLE, ARTHUR EMMETT<br />GANNON, MATTHEW L.<br />GARDNER, TABITHA J.<br />GARRISON, ANITA M.<br />GERRISH - LAMPE, JENNIFER S.<br />GILLESPIE, MATTHEW K.<br />GOERDT, JOHN A.<br />GOERLITZ, NOAH<br />GOETTSCH, BECKY SUE<br />GOLDEN, DUANE LEROY<br />GOLWITZER, SARAH BETH<br />GOOKIN, ERIC RAY<br />GORDON, TOBY J.<br />GORE, MATHEW DAVID<br />GRADY, PETER JOSEPH<br />GRANWEHR, BERNARDO PALMA<br />GRAY, BRANDON JAMES<br />GRAZIANO, CRAIG FRANK<br />GREER, SHARON LEA SOORHOLTZ<br />GUDDALL, FORREST ARTHUR<br />HACKEL, ASHLEIGH ELIZABETH<br />HALL, SHARON K.<br />HAMBORG, CARLA JENSEN<br />HAMMERAND, DOUGLAS DELBERT<br />HANSON, KYLE PARKER<br />HANSON, REBECCA J.<br />HARMS, WENDELL JAYE<br />HARRINGTON, CHARLES LIVINGSTON<br />HAU, TIMOTHY MARK<br />HEGGEN, JONATHAN WILLIAM<br />HENRY, JOSHUA JACOB<br />HICKEY, LESLIE ELLEN<br />HILL, CHARLES ALLAN DAVID<br />HILL, WILLIAM ALLEN<br />HINES, LINDA JANE<br />HJELMAAS, RACHELE BRAVERMAN<br />HOLMES, DANIELLE ELIZABETH<br />HOPKINS, BRADLEY OWEN<br />HORN, JAMES BRADLEY<br />Howard, Brynne Leah<br />HUGHES, MAUREEN FRANCES<br />HUMES, ADAM PHILIP<br />HUMPAL, DONNA M.<br />IDLEMAN, SCOTT JON<br />JAMES, KATHARINE TACE<br />JARZEN, CAITLIN C.L.<br />JENNISCH, NERISSA NAN<br />JENSEN, ANDREW NICHOLAS<br />JOHNSON, ELIZABETH A<br />JOHNSON, LAWRENCE J. JR.<br />JOHNSON, MARGARET ELLEN<br />JOHNSON, MARK WENDELL<br />JOHNSTON, TRICIA A.<br />JONTZ, LAURA RAE<br />KIMES-SCHWIESOW, EMILY J.<br />KIOUS, KRISTI LEA<br />KNIPFER, SHELLIE LYN<br />Kottmeyer, Mary L.<br />KRAEMER, GRETCHEN WITTE<br />KRICKBAUM, KATHERINE MARIE<br />Krisko, Susan Renee'<br />KRON, LAURA FELDMAN<br />LAMBERTI, MEREDITH LEE<br />LANG, KATHRYN KAE<br />LANGHOLZ, SAMUEL PAUL<br />LARSEN, PETER EDWARD<br />LARSON, JACOB JOHN<br />LICHT, AMY CATHERINE<br />LINDEBAK, LAYNE MARSHALL<br />LINDGREN, DAVID B.<br />LOCKARD, LAURA EMILY<br />LONG, JOHN STEWART<br />LOUIS, CHRISTINE ANN<br />LUCAS, CATHERINE MARIE<br />LUCEY, MARTHA J.<br />LUNDQUIST, JOHN R.<br />LUNN, MICHAEL JOSEPH<br />LYNCH, DAVID JAY<br />LYONS, SANDRA K.<br />MACANDREW, GRACE FRANCIS<br />MACHIR, DIANA S.<br />MADIGAN, PATRICK THOMAS<br />MAHAN, MITCHELL<br />MAHAN, ROBERT E.<br />MANSFIELD, EDWARD M.<br />MARSHALL, MICHAEL E.<br />MAY, DAVID N.<br />MAYBERRY, CHRISTINE A.<br />MAYES, THOMAS ARTHUR<br />MC CORMALLY, JOHN BARRY<br />MC DERMOTT, TIMOTHY CLARKE<br />MC DONALD, CHRISTOPHER L.<br />MC ENIRY, JOSEPH E.<br />MC GOVERN, MICHELLE A.<br />MCINTOSH, TAMARA MULLEN<br />MEDINA, JULIE L.<br />MEESTER, DEAN J.<br />MERRILL, NICOLE DELANE COOPER<br />MEYER, ANN MARIE<br />MILLER, JULIE ANNA<br />MILLER, MAX MERRICK<br />MILLER, THOMAS J.<br />MILLER-COLEMAN, BENJAMIN T<br />MORGAN, RACHEL DIANE<br />MUKKADA, JOB THOMAS<br />MULFORD, BENJAMIN J.<br />MULLINS, DARREL L.<br />MURRAY, LOGAN JAMES<br />NAGEL, ALAN W.<br />NEHRING, JOSEPH HOWARD<br />NELSON, JEFFREY W.<br />NELSON, RICHARD SLOAN<br />NELSON, SEAN<br />NEWELL, ELAINE SMITH<br />NICE, TERENCE<br />NICHOLS, LARA ANNE<br />NOONAN, MAURY JAMES<br />NYE, MELINDA JEAN<br />OETKEN, TONYA ANN<br />OETKER, MATTHEW T.<br />OGDEN, THOMAS JAMES<br />O'HARA, MITCHELL WILLIAM<br />OLIVENCIA, NICHOLAS SEBASTIAN<br />O'NEILL, KATHLEEN M.<br />OTTING, GARY J.<br />PALS, ERIN QUILLIN<br />PARROTT, BENJAMIN MILTON<br />PASHLER, BRYCE ALLAN<br />PEARSON, WILLIAM ROBERT<br />PEPPETTI, JON DOMINICK<br />PETERSON, JEREMY SCOTT<br />PETERZALEK, JEFFREY C.<br />PHILLIPS, CHARLES KEITH<br />PLATZ, MONTY C<br />POPPELREITER, NOAH<br />POTTERFIELD, AMANDA PIERCE<br />PREZIOSI, ANNE MARIE<br />PROSSER, ANDREW BREESE<br />RAMIREZ, JESSE THOMAS<br />RANSCHAU, ROBERT P.<br />RANSCHT, DAVID  MICHAEL<br />REDDY, VIDHYA K.<br />REGISTER, TESSA MARGARET<br />REILLY, TIMOTHY CHARLES<br />REINKOESTER, GENEVIEVE<br />REISETTER, SARAH GRACE<br />RESER-MOOREHEAD, ANNE MARIE<br />REYNOLDS, ELLEN THERESA<br />REYNOLDS, JESSICA ANNE<br />RICE, KELLEY ANNE<br />RINK, CRYSTAL WHITNEY<br />ROGERS, AARON JAMES<br />ROWE, ALEXIS DAWN<br />RUHTENBERG, MARIA L.<br />RUTHERFORD, AMANDA R.<br />RYE, MICHAEL D.<br />RYHERD, HALLEY  MARIE<br />SAAR, DANIEL LOUIS<br />SANDUSKY, JENNIFER SUE<br />SARAJLIJA, JASMINA<br />SAVALA, MICHAEL V.<br />SBIRAL, JOCELYN MARY<br />SCHMIDT, ALLISON ANNE<br />SCHMITT, DAVID SCOTT<br />SCHOENEBAUM, CARRIE RUTH<br />SCHROEDER, NICHOLAS B<br />SCOTT, DAVID GRAHAM II<br />SEUSY, ADRIENNE K.<br />SHANAHAN-FRICKE, AMBER SUE<br />SHEAHAN, RYAN PATRICK<br />SHERIDAN-LUCHT, GAIL ANN<br />SHINE, LOGAN J.<br />SIEFERT, NICHOLAS EASTON<br />SIMPSON, JOSEPH RYNE<br />SLOCUM, MARIAH LYNN<br />SLOVEN, LOUIS S.<br />SMITH, CHANTELLE C.<br />SMITHSON, JENNIFER L.<br />SMITHSON, W. CHARLES<br />SNITKER, KIM RENAE<br />SOICH, SHERYL A.<br />SOWDEN, MATTHEW J.<br />STAMAS, ALANA D<br />STEEN, DAVID J.<br />STEFFENSMEIER, LAURA CATHELYN<br />STEWARD, DAVID S.<br />STEWART, ASHLEY CLARK<br />STEWART, DEBRA JEAN<br />STOCKDALE, ANN TERESA<br />STOEFFLER, ANNA T.<br />STREIT, SONYA BACCAM<br />STROMBERG, STUART WILLIAM<br />SULLIVAN, STEPHEN PATRICK<br />SWAIM, ROBERT KURT<br />TABOR, ERIC JON<br />TABOR, MARY E.<br />TACK, JON C.<br />TAPSCOTT, BARBARA M.<br />TAYLOR, JESSICA JO<br />TEAS, CHARLES ANDREW<br />THIBODEAU, MICHAEL KENNY<br />THOMAS, PATRICK BEASLEY<br />Thompson, Jeffrey Scott<br />Thorson, Paige Marie<br />TIMKO, SARAH C<br />TIMMINS, DENISE A.<br />TORMEY, EDMUND JAMES<br />TOWNSEND, BETH A.<br />TRIICK, MARY ALISSA<br />TROUT, MARTHA ELIZABETH<br />UEHLING, KATHLEEN KAY<br />UPDEGRAFF, ANNE E.<br />VAITHESWARAN, ANURADHA<br />VAN BREDERODE, TARA M.<br />VAN COMPERNOLLE, DAVID MICHAEL<br />VAN WAARDHUIZEN, LAUREN D.<br />VER SCHUER, ALISON RAE<br />VOGEL, GAYLE NELSON<br />WALLACE, H. LORAINE<br />WALSH, JOSEPH L.<br />WATERMAN, THOMAS DANA<br />WEBER, MOLLY MC CONVILLE<br />WEGNER, SHARON  M.<br />WEST, JAMIE KATHLEEN<br />WHITMAN, MARY GETSPUDAS<br />WHITNEY, JESSICA JEAN<br />WICKMAN, MARY K.<br />WIDEN, MOLLY MARIE HAMMER<br />WILLIAMS, PAXTON J.<br />WILLIAMSON, ADRIENNE C<br />WILLITS, EMILY MARIE<br />WILSON, THERESA RENEE<br />WITTGRAF, ANN MARIE<br />WRIGHT, CECIL IRVING II<br />WURDINGER, HALEY<br />ZAGER, BRUCE BURTON<br />ZAPRUDSKY, ALLA R. MINTZER<br />"
"15773","50320",Des Moines,IA,"23419",1376.78,17.01,0.387808878215,0.00475328066753,"50320","50320","4",0.171,"<br />CHURCH, JACQUELINE L.<br />CROOK, CHARLES S. III<br />FINDLAY, JOSEPH K.<br />HOFFMAN, JANET L.<br />"
"15774","50321",Des Moines,IA,"8511",800.66,10.63,0.283856961748,0.00297187627097,"50321","50321","24",2.82,"<br />ALBERS, EVERETT H.<br />ALLISON, LISA ANN<br />BELTRAME, MARC THOMAS<br />CONLIN, ROXANNE BARTON<br />COSGROVE, MAUREEN CATHERINE<br />HEADRICK, JERED DALE<br />KELLY, DEVIN CERES<br />KENDELL, GARY WILLIAM<br />LEWIS, JONATHAN CLIFFORD<br />LUBINUS, BLAKE D.<br />MC CORMALLY, SHAYLA LAURA<br />MERRILL, JEREMY L<br />NOTCH, PATRICIA LYNN<br />Orsini, Marshall William<br />PODMEYER, JOHN PAUL<br />REQUIST, C. JOHN<br />RIEPER, JASON S<br />RIEPER, RONALD R.<br />SCOTT, CHRISTOPHER ALAN<br />Scott, Lowell Edward<br />SIMON, KATELYN<br />THOMPSON, MARK A.<br />WARREN, KOLBY PAIGE<br />WHIPPLE, TIMOTHY JOHN<br />"
